"","Estimate","P-value","OR","2.5 %","97.5 %"
"(Intercept)",-1.38629436111969,0.0795094439565099,0.250000000000051,0.0377343404227247,0.997679027953108
"xLeft",0.780158557549417,0.406291455907147,2.18181818181784,0.380629719715709,17.6493560363794
"xNone",-0.615185638879062,0.50511071815928,0.540540540654687,0.09557844422644,4.23642912348029
"xRigh",0.405465108110541,0.660868157894073,1.50000000000356,0.269380822482491,11.8412443641528
