Timestamp,Dog code,Assessor,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Start Time (MM:SS) ,Call Back-Response,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Start Time (MM:SS) ,Standing-Attempts ,Standing-Response,Sitting-Start Time (MM:SS) ,Sitting-Attempts,Sitting-Response,Lying-Start Time (MM:SS) ,Lying-Attempts,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Body check-Start Time (MM:SS),Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea towel-Second Response [Indifferent],Tea towel-Second Response [Turns head],Tea towel-Second Response [Attempts to/Removes towel by moving],Tea towel-Second Response [Attempts to/Removes towel with mouth],Tea towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Distractions-Start Time (MM:SS),Distractions-First Response [Object],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Object],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Finish Time (MM:SS) ,Kong-Concentration-Start Time (MM:SS) ,Kong-Concentration-Response ,Kong-Retrieve-Start Time (MM:SS) ,Kong-Retrieve-Lateralisation,Kong-Retrieve-Response to stimulus,Kong-Retrieve-Response to assessor,Kong-Retrieve-Back,Kong-Retrieve-Finish Time (MM:SS),Dog-Start Time (MM:SS) ,Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Relaxing],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Attention Seeking],Crate-Behaviours [Digging],Crate-Behaviours [Licking/Mouthing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Response,Crate-Urinating,Crate-Finish Time (MM:SS),Petting-Start Time (MM:SS),Petting-Stimulus,Petting-Holding dog,Petting-Finish Time (MM:SS),Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Locomotion],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Noise-Time (MM:SS),Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Data Collection Date,Data Collection Number
2/3/2020 19:23:53,08-04-LH,Hazel,00:08,2 - Rarely,3 - Occasionally,2 - Rarely,0:59,NA,1:02,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,1:49  ,1,4 - Excellent,2:45,1,4 - Excellent,3:35,2,3 - Good,3 - slightly settled,4:58,5:06,4 - Willing,No,No,5:25,5:36,Yes,No,No,No,No,Yes,Yes,No,No,No,6:01,6:46,1,2,2,4,3,2,2,4,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",7:11,7:26,4 - Overly interested,7:59,None,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",8:34,8:50,4 - Moves towards dog after sometime,0 - does not leave trainer's side/comes back without being called,9:11,9:17,1 - without any reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,10:18,10:20,1,Never,19:26,10:33,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,1 - Never,No,11:34,12:02,7:23; 7:24; 7:45; 7:54,n/a,na,na,n/a,n/a,n/a,n/a,n/a,n/a,18/09/2019,1
2/3/2020 19:40:03,11-21-IK,Hazel,0:00,1 - Never,4 - Constantly,1 - Never,00:40,1 - on the first command,00:45,Hardly distracted,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",1 - Dog walks out ahead the handler,1:32,2,3 - Good,2:26,2,3 - Good,2:55,1,4 - Excellent,2 - slightly unsettled,3:17,3:38,3 - Cooperative,No,No,3:56,4:08,No,Yes,No,Yes,No,Yes,No,No,No,No,4:27,5:10,3,3,2,4,2,3,2,4,3 - sometimes,4 - back legs are stretched and one or more front paws off the floor,5:29,5:43,4 - Overly interested,6:18,NA,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",6:33,6:57,4 - Moves towards dog after sometime,1 - on the first command,7:16,7:32,1 - without any reinforcement,2 - Rarely,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,Uneasy but cooperative,No,08:26,08:32,1,Never,8:33,12:46,3 - Occasionally,2 - Rarely,1 - Never,2 - Rarely,1 - Never,No,13:45,14:06,5:51; 13:17,00:38; 01:02; 04:00; 04:16,na,06:15-06:18; 07:51-07:55; 07:58-08:00; 10:30; 10:35,6:14,n/a,n/a,n/a,n/a,n/a,12/12/2019,1
2/3/2020 19:53:01,11-23-IT,Hazel,0:00,1 - Never,3 - Occasionally,2 - Rarely,0:53,NA,0:56,Somewhat distracted,2 - rare,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,2:21,1,4 - Excellent,3:16,2,3 - Good,4:46,1,4 - Excellent,3 - slightly settled,5:55,6:10,3 - Cooperative,No,No,6:29,6:41,Yes,No,No,No,No,Yes,No,No,No,No,7:05,7:34,2,2,2,2,2,2,2,2,1 - not observed,"1 - lead relaxed, dog not straining against the lead",7:57,8:25,3 - Very interested,8:53,Left,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",9:05,9:25,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,10:00,10:26,2 - needs some reinforcement,1 - Never,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,Relaxed/Indifferent,No,11:39,11:41,1,Sometimes,11:47,11:57,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,13:43,14:17,n/a,01:10; 11:48,na,na,n/a,n/a,n/a,n/a,n/a,n/a,12/12/2019,1
2/3/2020 20:20:30,11-25-IJ,Hazel,00:07,2 - Rarely,3 - Occasionally,2 - Rarely,0:50,1 - on the first command,0:57,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,1:56,5,1 - Poor,2:51,5,1 - Poor,3:49,3,2 - Not great,2 - slightly unsettled,5:10,5:25,3 - Cooperative,No,No,5:59,6:18,Yes,Yes,No,No,No,Yes,No,No,No,No,6:51,7:25,1,3,2,3,1,2,2,2,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",7:53,8:12,3 - Very interested,8:50,NA,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",9:23,9:38,"5 -  Curious, moves towards dog immediately",1 - on the first command,10:15,10:36,1 - without any reinforcement,1 - Never,2 - Rarely,3 - Occasionally,1 - Never,2 - Rarely,2 - Rarely,1 - Never,Anxious,No,11:37,11:55,1,Never,11:56,12:27,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,13:46,14:36,n/a,n/a,na,11:10; 11:20-11:25,n/a,n/a,n/a,13:23-13:26,n/a,04:04,13/12/2019,1
2/3/2020 20:35:35,11-21-IK,Hazel,0:22,1 - Never,4 - Constantly,1 - Never,1:24,1 - on the first command,1:33,Hardly distracted,2 - rare,"1 - lead relaxed, dog not straining against the lead",1 - Dog walks out ahead the handler,2:35,2,3 - Good,3:29,3,3 - Good,4:21,1,4 - Excellent,3 - slightly settled, 5:17,5:31,1 - Escaping/Not willing,No,No,6:05,6:48,Yes,No,No,No,No,Yes,No,No,No,No,7:20,7:53,4,3,3,5,3,3,2,5,4 - frequent,4 - back legs are stretched and one or more front paws off the floor,8:39,9:23,4 - Overly interested,9:38,NA,3 - Interacts with kong continuously,2 - Moves away from assessor,"3 - Very upset, but let it go",10:00,10:25,"6 - Very excited, runs after dog instantly",1 - on the first command,10:56,11:21,1 - without any reinforcement,2 - Rarely,1 - Never,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,1 - Never,Uneasy but cooperative,No,12:14,12:29,1,Sometimes,12:40,13:16,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,14:29,15:05,1:12; 9:19; 13:53,01:17; 02:02; 06:33,na,11:36; 11:51-11:52; 12:03,n/a,n/a,n/a,n/a,n/a,n/a,28/01/2020,2
2/3/2020 20:46:43,11-23-IT,Hazel,00:07,1 - Never,4 - Constantly,1 - Never,1:53,1 - on the first command,2:01,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,3:11,1,4 - Excellent,4:06,1,4 - Excellent,4:54,1,4 - Excellent,3 - slightly settled,5:58,6:06,4 - Willing,No,No,6:38,6:53,Yes,Yes,No,No,No,Yes,No,No,No,No,7:30,7:23,4,3,3,4,2,3,1,3,1 - not observed,"1 - lead relaxed, dog not straining against the lead",9:02,9:30,3 - Very interested, 9:46,Left,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",10:08,10:31,"5 -  Curious, moves towards dog immediately",2 - on the second command or more,11:00,11:14,1 - without any reinforcement,2 - Rarely,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Uneasy but cooperative,No,11:58,12:05,1,Never,12:22,12:44,1 - Never,4 - Constantly,1 - Never,1 - Never,1 - Never,No,12:48,14:31,n/a,00:51; 12:29,na,na,n/a,n/a,n/a,n/a,n/a,n/a,28/01/2020,2
2/3/2020 20:59:17,10-31-LK,Hazel,0:09,2 - Rarely,3 - Occasionally,2 - Rarely,0:51,NA,0:56,Hardly distracted,2 - rare,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,2:02,2,3 - Good,2:51,1,4 - Excellent,3:53,1,4 - Excellent,3 - slightly settled,5:00,5:12,3 - Cooperative,No,No,5:36,5:48,No,Yes,No,Yes,No,Yes,No,No,No,No,6:26,7:03,2,4,2,4,1,3,1,2,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",7:34,7:50,3 - Very interested,8:24,None,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",8:42,9:13,4 - Moves towards dog after sometime,1 - on the first command,9:36,9:48,1 - without any reinforcement,2 - Rarely,2 - Rarely,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,Relaxed/Indifferent,No,10:57,11:05,1,Never,11:08,11:29,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,12:15,13:15,5:44,00:40; 05:59,na,na,n/a,n/a,n/a,n/a,00:47,n/a,09/01/2020,2
2/4/2020 15:26:48,07-13-LE,Hazel,0:10,3 - Occasionally,3 - Occasionally,3 - Occasionally,1:07,1 - on the first command,1:12,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,2:57,6,1 - Poor,5:34,1,3 - Good,6:13,3,2 - Not great,2 - slightly unsettled,7:50,7:57,4 - Willing,No,No,8:23,8:35,No,Yes,No,No,No,No,Yes,No,Yes,Yes,8:56,9:41,1,3,3,4,1,2,3,3,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",10:06,10:24,3 - Very interested,10:59,Left,3 - Interacts with kong continuously,1 - Stays close to assessor,1 - Not bothered to let it go,11:22,`11:35,"5 -  Curious, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,11:58,12:23,1 - without any reinforcement,1 - Never,2 - Rarely,4 - Constantly,1 - Never,1 - Never,1 - Never,3 - Occasionally,Uneasy but cooperative,No,13:25,13:27,2,Never,13:35,13:48,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,2 - Rarely,No,14:56,15:33,2:52; 15:01,01:28; 08:30,na,na,12:56; 14:08; 14:12; 14:14; 14:16,12:59-13:04; 13:07-13:08; 13:14-13:17; 14:01-14:02,n/a,n/a,05:51-05:54,n/a,21/08/2019,1
2/4/2020 15:42:55,10-14-LI,Hazel,0:12,3 - Occasionally,2 - Rarely,3 - Occasionally,1:09,1 - on the first command,1:17,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,2:07,2,3 - Good,3:07,4,2 - Not great,4:07,1,4 - Excellent,3 - slightly settled,4:49,4:54,3 - Cooperative,No,No,5:40 ,5:55,No,Yes,No,Yes,No,Yes,No,No,No,No,6:27,6:54,2,3,3,4,2,1,2,3,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",7:29,7:45,3 - Very interested,8:35,NA,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",9:07,9:28,"6 - Very excited, runs after dog instantly",0 - does not leave trainer's side/comes back without being called,10:04,10:15,1 - without any reinforcement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,Relaxed/Indifferent,No,11:28,11:32,2,Never,11:49,12:01,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,12:44,13:42,11:58; 11:59; 12:34; 13:14,01:21,na,na,n/a,n/a,n/a,n/a,n/a,n/a,06/11/2019,1
2/4/2020 17:32:20,09-01-LI,Hazel,0:23,1 - Never,4 - Constantly,1 - Never,1:02,3 - did not respond accordingly;,1:53,Somewhat distracted,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",2 - Dog walks out with the handler,5:43,1,4 - Excellent,3:13,5,1 - Poor,4:28,3,2 - Not great,3 - slightly settled,6:44,6:58,4 - Willing,No,No,7:45,8:01,Yes,No,No,No,No,Yes,No,No,No,No,8:34,9:38,6,4,3,2,2,3,2,4,3 - sometimes,"3 -  head extended forward and pushing, and all paws on the floor",10:23,10:59,3 - Very interested,11:56,None,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",10:52,13:15,"6 - Very excited, runs after dog instantly",0 - does not leave trainer's side/comes back without being called,13:50,14:06,1 - without any reinforcement,2 - Rarely,2 - Rarely,1 - Never,2 - Rarely,2 - Rarely,1 - Never,1 - Never,Relaxed/Indifferent,No,15:48,16:01,2,Never,16:58,17:13,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,No, 0:50,1:46,n/a,01:15; 05:56; 06:39; 10:14; 15:53,na,na,n/a,n/a,n/a,n/a,n/a,03:55; 05:37; 15:03,02/10/2019,1
2/4/2020 17:51:10,09-02-LJ,Hazel,0:23,1 - Never,4 - Constantly,1 - Never,1:20,1 - on the first command,1:33,Somewhat distracted,2 - rare,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,4:54,4,2 - Not great,3:05,3,2 - Not great,4:01,1,4 - Excellent,3 - slightly settled,6:39,6:54,2 - Reluctant,No,Yes,8:00, 8:17,Yes,Yes,No,No,No,Yes,No,No,No,No,9:04,9:43,2,3,2,5,3,3,2,4,3 - sometimes,"3 -  head extended forward and pushing, and all paws on the floor",10:14,10:32,3 - Very interested,11:20,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",12:12,12:40,"5 -  Curious, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,13:10,13:20,1 - without any reinforcement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,14:50,14:53,2,Never,15:32,15:43,4 - Constantly,1 - Never,1 - Never,1 - Never,3 - Occasionally,No,17:29,0:44,n/a,01:33; 08:07; 08:26; 14:55; 15:09,na,na,10:52; 16:14; 16:56; 16:58; 17:07; 17:12; 17:24; 17:26,n/a,n/a,n/a,n/a,9:21,02/10/2019,1
2/4/2020 18:14:23,09-03-LJ,Hazel,0:25,1 - Never,4 - Constantly,1 - Never,1:37,1 - on the first command,1:47,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,3:14,9,1 - Poor,6:28,6,1 - Poor,5:06,2,3 - Good,3 - slightly settled,7:42,7:48,4 - Willing,No,No,8:25,8:42,No,Yes,No,Yes,No,No,No,Yes,No,No,9:10,9:51,1,3,3,1,2,2,2,1,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",10:17,10:43,3 - Very interested,11:33,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",12:09,12:40,"5 -  Curious, moves towards dog immediately",1 - on the first command,13:02,13:10,1 - without any reinforcement,1 - Never,2 - Rarely,3 - Occasionally,1 - Never,2 - Rarely,1 - Never,3 - Occasionally,Anxious,No,14:51,15:00,3,Never,15:51,16:02,4 - Constantly,1 - Never,2 - Rarely,1 - Never,3 - Occasionally,No,17:33,0:28,2:24; 16:00; 16:08; 16:43,01:16; 02:34; 09:05; 14:59; 15:53,na,na,11:13; 11:15; 13:52; 13:54; 13:56; 14:10,13:58-14:02; 14:03-14:09; 14:12-14:15; 14:31-14:40; 16:41-16:42; 16:46-16:48; 16:50-16:56; 16:54- 17:00; 17:16-17:24; 17:27-17:31,n/a,n/a,n/a,03:18; 05:14; 06:15,02/10/2019,1
2/4/2020 18:30:25,09-04-LJ,Hazel,0:12 ,1 - Never,4 - Constantly,1 - Never,1:10,1 - on the first command,1:21,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,2:09 ,6,1 - Poor,2:50 ,4,2 - Not great,3:51,4,2 - Not great,2 - slightly unsettled,5:10,5:16,4 - Willing,No,No, 5:48,6:12,Yes,No,No,No,No,Yes,No,No,No,No,7:08,7:34,4,2,3,1,5,3,2,4,3 - sometimes,"3 -  head extended forward and pushing, and all paws on the floor",8:06,8:23,3 - Very interested,9:16,Righ,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",9:48,10:15,4 - Moves towards dog after sometime,1 - on the first command,10:51,11:02,1 - without any reinforcement,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,0:41,0:46,3,Never,11:18,11:34,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,2:55,3:24,1:42,0:29; 6:03,na,na,9:02,n/a,n/a,n/a,n/a,n/a,02/10/2019,1
2/5/2020 13:07:44,10-12-LJ,Con,00:14,1 - Never,4 - Constantly,1 - Never,01:02,1 - on the first command,01:08,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:40,2,3 - Good,03:44,2,3 - Good,04:30,2,3 - Good,2 - slightly unsettled,05:23,05:31,4 - Willing,No,Yes,05:56,06:13,Yes,Yes,No,No,No,Yes,Yes,No,No,No,06:50,07:22,2,2,3,5,1,1,1,3,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",07:53,08:07,3 - Very interested,09:36,NA,3 - Interacts with kong continuously,1 - Stays close to assessor,1 - Not bothered to let it go,10:05,10:22,"5 -  Curious, moves towards dog immediately",1 - on the first command,10:46,11:01,1 - without any reinforcement,1 - Never,1 - Never,4 - Constantly,1 - Never,1 - Never,2 - Rarely,4 - Constantly,Extremely Anxious,No,12:14,12:18,1,Never,12:35,12:43,4 - Constantly,1 - Never,3 - Occasionally,1 - Never,1 - Never,No,14:10,14:56,na,00:30; 13:35,na,11:51; 13;36,03:14; 08:33,08:51-09:34; 11:16-12:07,na,na,na,na,01/11/2019,1
2/5/2020 13:35:28,11-27-II,Con,00:09,1 - Never,4 - Constantly,1 - Never,01:00,1 - on the first command,01:11,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:04,2,3 - Good,02:56,5,1 - Poor,04:35,4,1 - Poor,1 - very unsettled,05:45,05:54,3 - Cooperative,No,No,06:35,06:47,Yes,Yes,No,No,No,Yes,No,No,No,No,07:16,07:57,6,3,3,4,6,1,1,4,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",09:21,09:50,3 - Very interested,10:19,NA,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",10:31,11:28,4 - Moves towards dog after sometime,2 - on the second command or more,11:47,12:01,1 - without any reinforcement,3 - Occasionally,2 - Rarely,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,13:26,13:39,1,Never,14:04,14:21,4 - Constantly,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,15:25,NA,na,00:56; 13:38,na,na,na,na,na,na,na,na,18/12/2019,1
2/5/2020 13:58:34,10-13-LK,Con,00:09,2 - Rarely,4 - Constantly,1 - Never,01:36,1 - on the first command,01:42,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",1 - Dog walks out ahead the handler,02:26,1,4 - Excellent,03:16,2,3 - Good,04:39,1,4 - Excellent,3 - slightly settled,05:40,05:48,3 - Cooperative,No,No,06:26,06:51,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,07:02,07:56,3,3,3,4,2,2,2,1,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:35,09:03,4 - Overly interested,09:33,Righ,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",09:57,10:26,"5 -  Curious, moves towards dog immediately",1 - on the first command,10:48,11:04,1 - without any reinforcement,1 - Never,1 - Never,4 - Constantly,2 - Rarely,1 - Never,2 - Rarely,4 - Constantly,Extremely Anxious,No,12:11,12:17,3,Never,12:32,12:41,4 - Constantly,1 - Never,2 - Rarely,2 - Rarely,3 - Occasionally,No,12:35,14:15,01:25; 06:47; 09:01; 09:11; 13:47,01:04,na,11:58; 12;58,11:29; 13:29,11:34-11:45; 11:47-12:08; 13:18-13:22,na,na,na,na,09/01/2020,2
2/5/2020 14:30:47,12-03-LM,Con,00:04,1 - Never,3 - Occasionally,3 - Occasionally,01:23,1 - on the first command,01:26,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,02:26,2,3 - Good,03:30,4,1 - Poor,04:50,1,4 - Excellent,3 - slightly settled,05:39,05:50,3 - Cooperative,No,No,06:12,06:31,Yes,No,No,No,No,Yes,Yes,No,No,No,07:13,08:04,3,3,3,4,1,2,2,1,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:37,08:54,3 - Very interested,09:27,Both,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",10:04,10:23,"5 -  Curious, moves towards dog immediately",0 - does not leave trainer's side/comes back without being called,10:55,11:24,1 - without any reinforcement,4 - Constantly,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:34,12:38,2,Never,12:47,12:56,4 - Constantly,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,14:06,14:38,04:47,00:43; 10:56,na,na,na,na,na,na,na,na,09/01/2020,1
2/5/2020 14:56:20,11-24-IK,Con,00:10,2 - Rarely,3 - Occasionally,1 - Never,00:53,1 - on the first command,01:02,Mostly distracted,3 - occasionally,"2 - lead tense, weight evenly distributed over all 4 paws",2 - Dog walks out with the handler,05:20,1,4 - Excellent,02:20,5,1 - Poor,04:02,4,1 - Poor,1 - very unsettled,05:49,05:54,3 - Cooperative,No,No,06:28,06:44,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,07:10,07:42,5,3,6,5,2,2,2,5,4 - frequent,"3 -  head extended forward and pushing, and all paws on the floor",08:21,08:43,4 - Overly interested,09:55,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"3 - Very upset, but let it go",10:30,11:11,"6 - Very excited, runs after dog instantly",1 - on the first command,11:29,11:52,2 - needs some reinforcement,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,Uneasy but cooperative,No,13:19,13:35,1,Sometimes,14:07,14:13,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,15:22,16:05,09:10; 09:43,01:07; 08:01; 15:15,na,00:24; 04:25; 09:00; 09:09; 12:39,03:12; 04:14; 04:17; 04:21; 04:29; 04:36; 04:40; 04:46; 09:34; 09:38-09:40,05:07-05:11,na,na,na,na,13/12/2019,1
2/5/2020 15:12:46,11-24-IK,Con,00:08,1 - Never,4 - Constantly,1 - Never,01:10,1 - on the first command,01:19,Somewhat distracted,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",2 - Dog walks out with the handler,04:03,1,3 - Good,02:59,1,4 - Excellent,04:41,1,4 - Excellent,3 - slightly settled,05:54,06:18,3 - Cooperative,No,No,06:32,06:,No,Yes,No,Yes,No,No,Yes,No,Yes,No,07:09,07:59,1,1,3,5,4,2,2,4,3 - sometimes,"2 - lead tense, weight evenly distributed over all 4 paws",08:16,08:43,3 - Very interested,09:08,Both,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",09:32,10:01,"6 - Very excited, runs after dog instantly",2 - on the second command or more,10:19,10:32,1 - without any reinforcement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,11:44,11:55,2,Always,12:09,12:30,4 - Constantly,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,13:33,13:55,NA,00:44; 06:57,na,09:02,NA,NA,NA,NA,NA,NA,28/01/2020,2
2/5/2020 15:48:02,11-28-IZ,Con,00:14,1 - Never,4 - Constantly,1 - Never,01:10,1 - on the first command,01:16,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:32,1,4 - Excellent,03:31,3,2 - Not great,04:44,1,4 - Excellent,"4 - very settled,almost asleep",05:30,06:31,3 - Cooperative,No,No,06:58,07:,Yes,No,No,No,No,Yes,No,No,No,No,07:40,08:16,2,2,2,4,2,1,1,3,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",08:37,09:04,3 - Very interested,09:28,None,3 - Interacts with kong continuously,2 - Moves away from assessor,1 - Not bothered to let it go,09:53,10:46,"5 -  Curious, moves towards dog immediately",1 - on the first command,11:18,11:27,1 - without any reinforcement,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:52,12:58,1,Never,13:18,13:24,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,14:39,14:55,09:01,01:34,na,na,na,na,na,na,na,na,28/01/2020,2
2/5/2020 16:26:22,08-11-LJ,Con,01:10,4 - Constantly,1 - Never,3 - Occasionally,02:11,NA,02:15,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,03:16,4,1 - Poor,04:06,1,3 - Good,04:38,1,4 - Excellent,2 - slightly unsettled,05:58,06:07,3 - Cooperative,No,No,06:47,07:36,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,08:03,09:08,1,3,3,5,3,2,2,4,3 - sometimes,"3 -  head extended forward and pushing, and all paws on the floor",10:07,10:25,3 - Very interested,10:55,Left,3 - Interacts with kong continuously,2 - Moves away from assessor,1 - Not bothered to let it go,11:25,12:10,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,12:30,12:42,1 - without any reinforcement,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,1 - Never,2 - Rarely,1 - Never,Uneasy but cooperative,No,13:51,14:01,3,Never,14:24,14:39,4 - Constantly,1 - Never,1 - Never,1 - Never,4 - Constantly,No,15:53,16:36,08:06,02:22,na,11:33, 14:53; 14:56; 15:00; 15:14; 14:16; 15:28; 15:30; 15:32; 14:34; 15:36,14:48-14:52; 15:09-15:12,na,na,na,na,06/11/2019,2
