Timestamp,Dog code,Assessor,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Start Time (MM:SS) ,Call Back-Response,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Start Time (MM:SS) ,Standing-Attempts ,Standing-Response,Sitting-Start Time (MM:SS) ,Sitting-Attempts,Sitting-Response,Lying-Start Time (MM:SS) ,Lying-Attempts,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Body check-Start Time (MM:SS),Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea towel-Second Response [Indifferent],Tea towel-Second Response [Turns head],Tea towel-Second Response [Attempts to/Removes towel by moving],Tea towel-Second Response [Attempts to/Removes towel with mouth],Tea towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Distractions-Start Time (MM:SS),Distractions-First Response [Object],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Object],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Finish Time (MM:SS) ,Kong-Concentration-Start Time (MM:SS) ,Kong-Concentration-Response ,Kong-Retrieve-Start Time (MM:SS) ,Kong-Retrieve-Lateralisation,Kong-Retrieve-Response to stimulus,Kong-Retrieve-Response to assessor,Kong-Retrieve-Back,Kong-Retrieve-Finish Time (MM:SS),Dog-Start Time (MM:SS) ,Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Relaxing],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Attention Seeking],Crate-Behaviours [Digging],Crate-Behaviours [Licking/Mouthing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Response,Crate-Urinating,Crate-Finish Time (MM:SS),Petting-Start Time (MM:SS),Petting-Stimulus,Petting-Holding dog,Petting-Finish Time (MM:SS),Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Locomotion],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Noise-Time (MM:SS),Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Data Collection Date,Data Collection Number
2/5/2020 16:59:54,08-12-LH,Con,00:03,2 - Rarely,4 - Constantly,1 - Never,01:10,1 - on the first command,01:26,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:50,2,3 - Good,04:00,1,4 - Excellent,05:13,2,3 - Good,"4 - very settled,almost asleep",06:29,06:52,3 - Cooperative,No,No,08:46,10:03,No,Yes,No,Yes,No,No,Yes,No,Yes,No,10:32,11:26,2,3,2,1,2,2,2,1,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",12:10,13:09,3 - Very interested,13:35,NA,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",14:04,14:38,"6 - Very excited, runs after dog instantly",1 - on the first command,15:06,15:24,1 - without any reinforcement,2 - Rarely,1 - Never,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,1 - Never,Anxious,No,16:54,16:59,3,Never,17:25,17:38,4 - Constantly,1 - Never,1 - Never,3 - Occasionally,1 - Never,No,19:03,2:21,12:44; 19:10,00:27; 09:33; 17:05,na,16:00; 16:21; 16:36; 17:41; 17:50; 17:56; 18:01; 18:09; 18:18; 18:34,na,na,na,na,na,na,06/11/2019,2
2/5/2020 17:22:21,10-15-LK,Con,00:05,1 - Never,4 - Constantly,2 - Rarely,01:22,1 - on the first command,01:31,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:41,1,4 - Excellent,04:26,2,3 - Good,03:36,1,4 - Excellent,3 - slightly settled,05:22,05:42,3 - Cooperative,No,No,06:07,06:58,Yes,No,No,No,No,Yes,No,No,No,No,07:19,07:48,1,3,1,1,1,2,2,4,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:17,08:32,3 - Very interested,08:56,None,2 - Interacts with kong but loses interest,1 - Stays close to assessor,1 - Not bothered to let it go,09:09,09:29,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,09:50,10:01,2 - needs some reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,11:16,11:23,1,Never,11:35,11:42,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,12:45,13:22,na,00:15; 01:42,na,na,na,na,na,02:10; 02:31,na,na,08/01/2020,2
2/5/2020 17:41:38,11-11-IK,Con,00:08,2 - Rarely,3 - Occasionally,2 - Rarely,01:05,1 - on the first command,01:13,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,01:56,1,4 - Excellent,03:02,2,3 - Good,04:05,1,4 - Excellent,3 - slightly settled,05:06,05:20,3 - Cooperative,No,No,06:00,06:20,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,06:37,07:18,6,1,2,5,2,3,2,5,3 - sometimes,"3 -  head extended forward and pushing, and all paws on the floor",08:42,09:09,4 - Overly interested,09:42,Both,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",10:01,10:29,4 - Moves towards dog after sometime,0 - does not leave trainer's side/comes back without being called,10:53,11:06,1 - without any reinforcement,3 - Occasionally,1 - Never,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,1 - Never,Uneasy but cooperative,No,12:13,12:23,1,Never,12:42,12:54,4 - Constantly,1 - Never,1 - Never,3 - Occasionally,3 - Occasionally,No,14:37,15:24,07:50; 09:23,00:03; 00:39,na,11:48; 11:53; 12:05; 14:16,14;04; 14:11; 14:19; 14:27,NA,NA,NA,NA,NA,16/01/2020,2
2/6/2020 13:18:36,07-12-LG,Con,00:21,3 - Occasionally,3 - Occasionally,2 - Rarely,01:22,1 - on the first command,01:34,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:36,2,3 - Good,03:50,2,3 - Good,04:45,5,1 - Poor,2 - slightly unsettled,06:16,06:29,3 - Cooperative,No,No,07:20,07:41,No,No,Yes,No,No,No,Yes,Yes,No,No,08:19,09:04,2,3,3,1,2,2,2,4,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",09:34,09:57,3 - Very interested,10:30,Both,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",11:31,11:55,4 - Moves towards dog after sometime,2 - on the second command or more,12:25,12:37,1 - without any reinforcement,4 - Constantly,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,Relaxed/Indifferent,No,14:21,14:37,1,Never,15:02,15:14,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,No,16:34,17:25,na,00:22; 07:36; 07:42; 08:24,na,na,na,na,na,na,na,13:44,14/10/2019,2
2/6/2020 13:42:07,04-08-LE,Con,00:12,2 - Rarely,4 - Constantly,1 - Never,01:22,1 - on the first command,01:31,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:46,1,4 - Excellent,04:26,1,4 - Excellent,05:45,1,4 - Excellent,"4 - very settled,almost asleep",06:47,07:41,3 - Cooperative,No,No,08:14,08:24,Yes,No,No,No,No,Yes,No,No,No,No,08:53,09:29,1,2,2,2,2,2,2,2,1 - not observed,"1 - lead relaxed, dog not straining against the lead",10:08,10:32,3 - Very interested,11:11,None,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",11:54,12:15,"1 - Not interest in dog, does not move,",0 - does not leave trainer's side/comes back without being called,12:41,12:58,1 - without any reinforcement,2 - Rarely,3 - Occasionally,1 - Never,1 - Never,1 - Never,2 - Rarely,1 - Never,Uneasy but cooperative,No,14:13,14:23,2,Never,14:45,14:53,4 - Constantly,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,16:14,16:37,na,00:14,na,13:52,na,na,na,na,na,na,12/08/2019,2
2/6/2020 13:59:34,08-13-LJ,Con,00:09,1 - Never,4 - Constantly,1 - Never,01:08,1 - on the first command,01:14,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:07,2,3 - Good,03:11,1,4 - Excellent,04:11,3,2 - Not great,2 - slightly unsettled,05:15,05:23,3 - Cooperative,No,No,05:46,05:58,Yes,No,No,No,No,Yes,No,No,No,No,06:18,06:48,2,2,2,2,1,2,1,1,1 - not observed,"1 - lead relaxed, dog not straining against the lead",07:05,07:25,4 - Overly interested,08:02,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",08:42,09:09,"7 - Extremely excited, run after dog instantly and playing around a lot",1 - on the first command,09:41,09:48,1 - without any reinforcement,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Constantly,1 - Never,1 - Never,1 - Never,Uneasy but cooperative,No,10:52,11:02,1,Never,11:11,11:19,4 - Constantly,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,12:33,13:04,07:21; 07:31; 12:42,00:54; 01:39; 08:58,na,na,na,na,na,na,na,na,14/11/2019,2
2/6/2020 14:18:29,07-04-LZ,Con,00:08,1 - Never,4 - Constantly,1 - Never,01:00,2 - on the second or more,01:06,Somewhat distracted,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",2 - Dog walks out with the handler,02:23,1,4 - Excellent,04:53,1,4 - Excellent,03:23,3,2 - Not great,2 - slightly unsettled,05:36,05:45,3 - Cooperative,No,No,06:06,06:16,No,No,Yes,No,No,No,Yes,No,Yes,No,06:45,07:32,4,2,4,3,4,2,3,4,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:19,08:42,4 - Overly interested,09:05,Righ,3 - Interacts with kong continuously,1 - Stays close to assessor,1 - Not bothered to let it go,09:40,10:15,"6 - Very excited, runs after dog instantly",1 - on the first command,10:30,10:41,1 - without any reinforcement,3 - Occasionally,2 - Rarely,1 - Never,4 - Constantly,1 - Never,1 - Never,1 - Never,Uneasy but cooperative,No,12:01,12:05,2,Never,12:15,12:25,4 - Constantly,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,13:34,14:07,08:47; 08:55; 08:58; 09:00,00:17; 02:30; 06:23; 12:13,na,na,na,na,na,na,na,na,18/09/2109,2
2/6/2020 14:37:57,10-15-LK,Con,00:19,2 - Rarely,4 - Constantly,1 - Never,01:13,1 - on the first command,01:20,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,02:50,2,3 - Good,04:04,1,4 - Excellent,04:43,1,4 - Excellent,"4 - very settled,almost asleep",05:50,06:04,3 - Cooperative,No,No,06:25,06:45,Yes,No,No,No,No,Yes,Yes,No,No,No,07:13,08:09,1,2,3,4,2,2,2,3,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:48,09:02,3 - Very interested,09:44,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",10:10,10:39,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,11:23,11:31,1 - without any reinforcement,4 - Constantly,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:38,12:46,1,Sometimes,13:14,13:23,4 - Constantly,1 - Never,2 - Rarely,1 - Never,3 - Occasionally,No,14:43,15:27,na,01:59,na,na,13:49; 13:54; 14:01,na,na,01:00,na,na,01/11/2019,1
2/7/2020 17:02:01,11-12-IM,Con,00:04,2 - Rarely,4 - Constantly,1 - Never,01:18,1 - on the first command,01:24,Somewhat distracted,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",2 - Dog walks out with the handler,02:22,1,4 - Excellent,03:09,3,3 - Good,04:16,1,4 - Excellent,"4 - very settled,almost asleep",05:21,06:00,3 - Cooperative,No,No,06:51,07:08,Yes,No,No,No,No,Yes,No,No,No,No,07:29,07:56,3,3,2,4,2,3,3,3,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:53,09:12,3 - Very interested,09:47,NA,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",09:57,10:33,"5 -  Curious, moves towards dog immediately",1 - on the first command,10:50,10:59,1 - without any reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:47,12:53,1,Never,13:05,13:20,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,14:44,15:31,na,01:07; 07:00; 10:05; 13:12,na,na,na,na,na,13:25; 13:34,na,na,18/12/2019,1
2/7/2020 17:23:30,11-22-IM,Con,07:27,3 - Occasionally,3 - Occasionally,3 - Occasionally,08:04,1 - on the first command,08:08,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,09:25,1,4 - Excellent,10:47,1,4 - Excellent,na,0,1 - Poor,3 - slightly settled,13:04,13:15,3 - Cooperative,No,No,13:45,14:02,Yes,No,No,No,No,Yes,Yes,No,No,No,14:24,15:00,3,2,2,2,1,3,2,2,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",15:24,15:43,3 - Very interested,16:16,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",16:34,16:52,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,17:17,17:29,1 - without any reinforcement,NA,NA,NA,NA,NA,NA,NA,Relaxed/Indifferent,No,na,na,2,NA,na,na,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,No,na,na,na,00:06; 02:54,na,na,na,na,na,na,na,09:18,12/12/2019,1
2/7/2020 17:39:25,11-26-IL,Con,00:09,1 - Never,4 - Constantly,1 - Never,01:09,1 - on the first command,01:14,Somewhat distracted,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",3 - Dog walks out after the handler,02:20,1,4 - Excellent,03:20,2,4 - Excellent,04:16,1,4 - Excellent,"4 - very settled,almost asleep",05:26,na,3 - Cooperative,NA,NA,na,05:32,Yes,No,No,No,No,Yes,No,No,No,No,05:59,06:38,3,3,2,1,1,2,1,1,1 - not observed,"1 - lead relaxed, dog not straining against the lead",06:59,07:27,3 - Very interested,07:48,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"3 - Very upset, but let it go",08:23,09:28,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,09:54,10:04,1 - without any reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,11:15,11:25,3,Never,11:31,11:37,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,13:16,13:44,06:44; 11:25; 11:29,00:25; 09:12; 12:15,na,na,na,na,na,na,na,na,12/12/2019,1
2/7/2020 18:01:30,11-26-IL,Con,00:01,1 - Never,4 - Constantly,1 - Never,01:20,1 - on the first command,01:26,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,02:30,1,4 - Excellent,03:18,1,4 - Excellent,04:28,1,4 - Excellent,2 - slightly unsettled,05:37,05:48,3 - Cooperative,No,No,06:13,06:26,Yes,No,No,No,No,Yes,Yes,No,No,No,06:48,07:28,2,3,1,1,1,2,1,1,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",07:51,08:08,2 - Mostly interested,08:44,None,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",09:09,09:30,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,09:58,10:19,1 - without any reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:22,12:43,2,Sometimes,13:05,13:13,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,14:31,15:04,na,00:07; 06:33; 13:28,na,na,na,na,na,13:22,NA,NA,30/01/2020,2
2/7/2020 18:18:54,11-22-IM,Con,00:16,1 - Never,4 - Constantly,1 - Never,01:17,1 - on the first command,01:25,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:16,1,4 - Excellent,03:17,1,4 - Excellent,04:12,1,4 - Excellent,"4 - very settled,almost asleep",05:18,5:33,3 - Cooperative,No,No,06:22,06:36,Yes,No,No,No,No,Yes,No,No,No,No,06:45,07:25,3,3,3,4,1,3,2,1,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",08:20,08:52,3 - Very interested,09:23,Righ,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",09:37,10:12,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,10:42,11:02,1 - without any reinforcement,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:12,12:17,2,Never,12:32,12:39,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,14:16,14:48,na,00:33; 08:00,na,na,na,na,na,na,na,na,30/01/2020,2
2/8/2020 14:13:03,11-25-IJ,Hazel,0:06,1 - Never,4 - Constantly,1 - Never,1:14,1 - on the first command,1:21,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,2:09,3,3 - Good,3:16,1,4 - Excellent,4:05,3,3 - Good,2 - slightly unsettled,5:13,5:18,4 - Willing,No,No,5:40,5:59,Yes,No,No,No,No,Yes,No,No,No,No,6:39,7:09,3,3,3,4,1,2,2,4,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",7:41,8:07,3 - Very interested,0:05,Left,2 - Interacts with kong but loses interest,1 - Stays close to assessor,"2 - Upset, but let it go",0:25,0:59,"6 - Very excited, runs after dog instantly",0 - does not leave trainer's side/comes back without being called,1:20,1:36,1 - without any reinforcement,1 - Never,3 - Occasionally,3 - Occasionally,2 - Rarely,3 - Occasionally,2 - Rarely,1 - Never,Uneasy but cooperative,No,12:15,12:16,1,Never,12:18,12:32,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,3:18,3:53,n/a,n/a,na,02:03-02:05; 02:10,n/a,n/a,n/a,n/a,n/a,3:19,28/01/2020,2
2/8/2020 15:50:21,07-01-LG,Hazel,0:17 ,1 - Never,4 - Constantly,1 - Never,1:15,2 - on the second or more,1:28,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",3 - Dog walks out after the handler,3:05,1,4 - Excellent,5:04,2,3 - Good,6:50,1,2 - Not great,1 - very unsettled,7:46,7:56,4 - Willing,No,No,8:33,8:52,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,9:18,11:20,2,1,2,4,1,3,4,2,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",12:30,12:46,3 - Very interested,13:36,Both,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",14:09,14:40,"6 - Very excited, runs after dog instantly",3 - does not respond accordingly,15:25,16:02,3 - needs a lot of reinforcement,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,17:03,17:09,2,Never,17:33,17:40,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,1 - Never,No,1:04,2:27,12:10,0:35,na,na,n/a,n/a,n/a,n/a,n/a,3:24,17/09/2019,2
2/13/2020 17:36:08,05-22-LE,Con,00:20,3 - Occasionally,3 - Occasionally,3 - Occasionally,01:14,1 - on the first command,01:30,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:22,1,4 - Excellent,03:14,2,3 - Good,04:29,1,4 - Excellent,"4 - very settled,almost asleep",05:25,05:40,3 - Cooperative,No,No,06:20,06:44,Yes,No,No,No,No,Yes,No,No,No,No,07:14,07:54,2,3,3,2,3,2,2,2,1 - not observed,"1 - lead relaxed, dog not straining against the lead",08:30,09:21,2 - Mostly interested,09:56,None,1 - Does not interact with kong,1 - Stays close to assessor,1 - Not bothered to let it go,10:11,10:45,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,11:20,11:43,1 - without any reinforcement,3 - Occasionally,4 - Constantly,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,13:08,13:26,1,Never,13:32,13:45,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,15:03,15:45,NA,NA,na,na,NA,NA,NA,09:27,NA,NA,12/08/2019,2
2/13/2020 17:55:43,07-02-LH,Con,00:13,2 - Rarely,3 - Occasionally,3 - Occasionally,01:41,1 - on the first command,01:50,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,03:05,1,4 - Excellent,04:20,2,3 - Good,05:34,4,1 - Poor,2 - slightly unsettled,06:49,07:05,2 - Reluctant,No,No,07:55,08:12,Yes,No,No,No,No,Yes,No,No,No,No,08:57,09:55,2,3,2,2,1,2,1,2,2 - rare,"2 - lead tense, weight evenly distributed over all 4 paws",10:16,10:47,3 - Very interested,11:23,Left,3 - Interacts with kong continuously,2 - Moves away from assessor,"2 - Upset, but let it go",12:02,12:33,4 - Moves towards dog after sometime,0 - does not leave trainer's side/comes back without being called,12:55,13:02,1 - without any reinforcement,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,14:30,14:36,1,Sometimes,14:58,15:06,4 - Constantly,1 - Never,2 - Rarely,1 - Never,1 - Never,No,16:04,16:42,11:17,07:31; 08:36,na,na,na,na,na,na,na,na,17/09/2019,2
2/13/2020 18:10:28,07-03-LE,Con,00:18,4 - Constantly,1 - Never,4 - Constantly,01:05,1 - on the first command,01:12,Hardly distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:31,1,4 - Excellent,05:18,4,1 - Poor,04:00,1,4 - Excellent,"4 - very settled,almost asleep",06:30,06:50,3 - Cooperative,No,No,07:25,07:36,Yes,No,No,No,No,Yes,No,No,No,No,08:07,08:35,1,2,2,2,1,2,2,2,1 - not observed,"1 - lead relaxed, dog not straining against the lead",09:08,09:27,3 - Very interested,10:03,Both,3 - Interacts with kong continuously,1 - Stays close to assessor,"2 - Upset, but let it go",10:40,10:56,4 - Moves towards dog after sometime,0 - does not leave trainer's side/comes back without being called,11:21,11:34,1 - without any reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,12:59,13:03,2,Never,13:28,13:38,4 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,15:04,15:29,NA,NA,na,na,NA,NA,NA,NA,NA,NA,17/09/2019,2
2/13/2020 18:54:35,12-01-LK,Con,00:01,1 - Never,4 - Constantly,1 - Never,01:00,1 - on the first command,01:13,Somewhat distracted,1 - not observed,"2 - lead tense, weight evenly distributed over all 4 paws",2 - Dog walks out with the handler,02:04,1,4 - Excellent,03:05,5,1 - Poor,03:51,1,4 - Excellent,2 - slightly unsettled,04:46,04:55,3 - Cooperative,No,Yes,05:35,05:52,No,No,Yes,No,No,Yes,No,No,No,No,06:15,07:14,3,3,3,1,1,3,2,1,1 - not observed,"1 - lead relaxed, dog not straining against the lead",07:46,08:08,3 - Very interested,08:09,Left,3 - Interacts with kong continuously,2 - Moves away from assessor,1 - Not bothered to let it go,08:48,09:15,4 - Moves towards dog after sometime,1 - on the first command,09:33,09:51,1 - without any reinforcement,4 - Constantly,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,Relaxed/Indifferent,No,11:05,11:08,3,Never,11:26,11:35,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,No,12:41,13:20,06:15,00:38; 05:55,na,na,na,na,na,na,na,na,09/01/2020,1
2/13/2020 19:21:04,12-02-LM,Con,00:18,1 - Never,4 - Constantly,1 - Never,01:41,1 - on the first command,01:45,Somewhat distracted,1 - not observed,"1 - lead relaxed, dog not straining against the lead",2 - Dog walks out with the handler,02:50,1,4 - Excellent,03:38,2,3 - Good,04:44,2,3 - Good,2 - slightly unsettled,05:30,05:39,2 - Reluctant,No,No,06:08,06:23,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,06:49,07:27,6,3,3,4,1,2,2,2,2 - rare,"3 -  head extended forward and pushing, and all paws on the floor",08:11,08:31,3 - Very interested,08:57,Both,3 - Interacts with kong continuously,1 - Stays close to assessor,"4 - Very upset, does not let it go",10:02,10:25,"3 - Interested in dog, does not move",0 - does not leave trainer's side/comes back without being called,10:46,11:00,1 - without any reinforcement,2 - Rarely,2 - Rarely,3 - Occasionally,3 - Occasionally,1 - Never,3 - Occasionally,1 - Never,Anxious,No,12:13,12:18,3,Never,12:23,12:33,4 - Constantly,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,14:26,14:55,01:37,01:13; 06:54; 12:23,na,11:21; 11:27; 11:52; 12:06,na,na,na,na,na,na,09/01/2020,1
